2014-04-20 00:14:57,30,46,16.2,91,5.4,1016.5,1007.4,0.0,0.0,14,21.0,0
2014-04-20 00:44:57,30,49,14.6,93,5.3,1016.5,1007.4,0.0,0.0,14,21.0,0
2014-04-20 01:14:57,30,51,12.9,94,5.2,1016.4,1007.3,0.0,0.0,10,21.0,0
2014-04-20 01:44:57,30,53,11.6,95,4.5,1016.1,1007.0,0.0,0.0,8,21.0,0
2014-04-20 02:14:57,30,54,10.6,99,3.9,1015.9,1006.8,0.0,0.0,12,21.0,0
2014-04-20 02:44:57,30,56,9.6,99,3.6,1015.5,1006.4,0.0,0.3,6,21.0,0
2014-04-20 03:14:57,30,59,8.7,99,3.4,1015.4,1006.3,0.0,0.3,14,21.0,0
2014-04-20 03:44:57,30,60,8.0,99,4.4,1015.4,1006.3,0.0,0.0,12,21.0,0
2014-04-20 04:14:57,30,60,7.5,98,4.1,1015.3,1006.2,0.0,0.0,6,21.0,0
2014-04-20 04:44:57,30,61,7.0,95,4.3,1015.0,1005.9,0.0,0.0,0,21.0,0
2014-04-20 05:14:57,30,62,6.6,93,4.5,1014.6,1005.5,0.0,0.3,12,21.0,0
2014-04-20 05:44:57,30,63,6.4,92,5.1,1014.5,1005.4,0.0,0.3,6,21.0,0
2014-04-20 06:14:57,30,64,6.3,91,5.3,1014.0,1004.9,0.0,0.3,12,21.0,0
2014-04-20 06:44:57,30,66,6.3,92,6.2,1013.5,1004.4,0.0,0.7,14,21.0,0
2014-04-20 07:14:57,30,68,6.8,90,7.8,1012.8,1003.7,1.4,2.0,4,21.0,0
2014-04-20 07:44:57,30,78,8.8,87,8.2,1011.8,1002.7,0.3,1.4,12,21.0,0
2014-04-20 08:14:57,30,77,11.4,86,8.4,1010.7,1001.6,0.3,0.7,0,21.0,0
2014-04-20 08:44:57,30,73,13.9,86,8.8,1009.7,1000.6,0.3,1.0,4,21.0,0
2014-04-20 09:14:57,30,69,15.7,85,8.6,1008.8,999.7,0.7,1.4,10,21.0,0
2014-04-20 09:44:57,30,66,16.4,84,9.2,1008.2,999.1,0.0,0.7,12,21.0,0
2014-04-20 10:14:57,30,66,16.7,91,8.8,1008.0,998.9,0.3,0.7,0,21.6,0
2014-04-20 10:44:57,30,62,16.8,93,8.6,1007.3,998.2,0.3,1.0,10,21.6,0
2014-04-20 11:14:57,30,61,16.7,95,8.4,1007.5,998.4,0.3,1.0,14,23.1,0
2014-04-20 11:44:57,30,65,16.9,96,8.7,1007.4,998.3,0.7,1.4,14,23.1,0
2014-04-20 12:14:57,30,64,16.8,95,8.9,1006.5,997.4,0.0,0.7,12,23.4,0
2014-04-20 12:44:57,30,63,16.4,95,9.5,1005.8,996.7,0.0,0.3,12,23.4,0
2014-04-20 13:14:57,30,68,16.9,94,9.7,1005.7,996.6,0.7,1.4,12,23.7,0
2014-04-20 13:44:57,30,63,17.0,93,10.0,1005.1,996.0,0.3,1.0,12,23.7,0
2014-04-20 14:14:57,30,64,16.6,94,10.4,1004.5,995.4,0.7,1.4,12,24.0,0
